REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,MONTH,YEAR,DEPTH,SEVERITY_CODE,BLEACHING_SEVERITY,CORAL_FAMILY,CORAL_SPECIES,PERCENTAGE_AFFECTED,BLEACHING_DURATION,MORTALITY_CODE,MORTALITY,RECOVERY_CODE,RECOVERY,SURVEY_TYPE,SURVEY_AREA,WATER_TEMPERATURE,OTHER_FACTORS,REMARKS
Asia,South Asia,India,"Manauli Putti, Shingle and Pumarichan in Gulf of Mannar",9.023,78.22,7,1998,,3,HIGH,,"Montipora , table Acropora,  Porites , Turbinaria",89.26,,2,23% dead,,,point intercept transect,,99 anomality days,,"24.98% pale, 41.26 % bleached, 23% dead
Montipora 35.77%, table Acropora 22.02%, Porites 14.51% , Turbinaria 9.47% bleached"
Asia,South Asia,India,"Mandapam North, Zone-1 (Thonithruai), Palk Bay",9.288,79.1733,4,2002,,2,Medium,"Acroporidae, Agariciidae, Faviidae, Poritidae,Oculinidae, Merulinidae, Mussidae, Pocilloporidae, and
Dendrophyllidae","Acropora formosa, A. digitifera, A. hyacinthus, Montipora digitata, M. foliosa,
Pocilloproa verrucosa and P. damicornis",49.7%,April to July 2002,1,2.1% of coral died due to belaching.,3,Recovery of corals was noticed in July–August 2002 after the bleaching event that occurred during April–June. Recovery of 43.3%  was noticed for Zone-1 of Mandapam region.,6–8 transects (length 50 m)  line intercept transect method once a month,,mean SST varied from 29.5 to 32.6°C,,"The northern side of Mandapam (Zone-1) showed a minimum
of 49.7% coral bleaching."
Asia,South Asia,India,"Mandapam North, Zone-2 (Mandapam Jetty), Palk Bay",9.29,79.14,4,2002,,2,Medium,"Acroporidae, Agariciidae, Faviidae, Poritidae,Oculinidae, Merulinidae, Mussidae, Pocilloporidae, and
Dendrophyllidae","Acropora formosa, A. digitifera, A. hyacinthus, Montipora digitata, M. foliosa,
Pocilloproa verrucosa and P. damicornis",52.6%,April to July 2002,1,2.2% of coral died due to belaching.,3,Recovery of corals was noticed in July–August 2002 after the bleaching event that occurred during April–June. northern side of Rameswaram region (Figure 4). The least recovery of 37.7% was seen in Zone-2 of Mandapam.,6–8 transects (length 50 m)  line intercept transect method once a month,,mean SST varied from 29.5 to 32.6°C,,Zones 2 of Mandapam region showed 52.6% bleaching of corals.
Asia,South Asia,India,"Mandapam North, Zone-3 (Munaikkadu–Vedhaalai), Palk Bay",9.291,79.14,4,2002,,2,Medium,"Acroporidae, Agariciidae, Faviidae, Poritidae,Oculinidae, Merulinidae, Mussidae, Pocilloporidae, and
Dendrophyllidae","Acropora formosa, A. digitifera, A. hyacinthus, Montipora digitata, M. foliosa,
Pocilloproa verrucosa and P. damicornis",52.6%,April to July 2002,1,2.1% of coral died due to belaching.,3,"Recovery of corals was noticed in July–August 2002 after the bleaching event that occurred during April–June. northern side of Rameswaram region. Mandapam. Recovery ranging from 43.3%
Zone-1 of Mandapam region) to 48.2% (northern side of Pamban).",6–8 transects (length 50 m)  line intercept transect method once a month,,mean SST varied from 29.5 to 32.6°C,,Zones 3 of Mandapam region showed 52.6% bleaching of corals.
Asia,South Asia,India,Nicobar Islands,8,93.5,,1998,,3,HIGH,,,80%,,,,,,,,,, severe bleaching
Asia,South Asia,India,"Pamban North, Palk Bay",9.294,79.249,4,2002,,2,Medium,"Acroporidae, Agariciidae, Faviidae, Poritidae,Oculinidae, Merulinidae, Mussidae, Pocilloporidae, and
Dendrophyllidae","Acropora formosa, A. digitifera, A. hyacinthus, Montipora digitata, M. foliosa,
Pocilloproa verrucosa and P. damicornis",60%,April to July 2002,1,3.1% of coral died due to belaching.,3,Recovery of corals was noticed in July–August 2002 after the bleaching event that occurred during April–June. Recovery of 48.2%  was noticed in the northern side of Pamban.,6–8 transects (length 50 m)  line intercept transect method once a month,,mean SST varied from 29.5 to 32.6°C,,57% coral bleaching was observed in Pamban regions.
Asia,South Asia,India,"Pirotan, Meetha chusna, Ajad and Betu, Gulf of Kutch",23.564,69.079,4,1998,,1,Low,,"Favites, Porites, Goniopora",10.73,,0,,,,point intercept transect,,0 anomality days,anthropogenic preassure high,"8.81% pale, 1.92% bleached
Favites 24.6%, Porites 23.9%, Goniopora 12.77% bleached"
Asia,South Asia,India,"Rameswaram East, Palk Bay",9.2921,79.3277,4,2002,,2,Medium,"Acroporidae, Agariciidae, Faviidae, Poritidae,Oculinidae, Merulinidae, Mussidae, Pocilloporidae, and
Dendrophyllidae","Acropora formosa, A. digitifera, A. hyacinthus, Montipora digitata, M. foliosa,
Pocilloproa verrucosa and P. damicornis",60.5%,April to July 2002,1,3.2% of coral died due to belaching.,2,Recovery of corals was noticed in July–August 2002 after the bleaching event that occurred during April–June 2002.,6–8 transects (length 50 m)  line intercept transect method once a month,,mean SST varied from 29.5 to 32.6°C,,"A maximum of 60.5% coral bleaching was observed in
the eastern side of Rameswaram region."
Asia,South Asia,India,"Rameswaram North, Palk Bay",9.328,79.3179,4,2002,,2,Medium,"Acroporidae, Agariciidae, Faviidae, Poritidae,Oculinidae, Merulinidae, Mussidae, Pocilloporidae, and
Dendrophyllidae","Acropora formosa, A. digitifera, A. hyacinthus, Montipora digitata, M. foliosa,
Pocilloproa verrucosa and P. damicornis",60%,April to July 2002,1,3.4% of coral died due to belaching.,2,Recovery of corals was noticed in July–August 2002 after the bleaching event that occurred during April–June. Maximum recovery of 51.7% was noticed in the northern side of Rameswaram region,6–8 transects (length 50 m)  line intercept transect method once a month,,mean SST varied from 29.5 to 32.6°C,,"A maximum of 60% coral bleaching was observed in
the northern side of Rameswaram regions."
Asia,South Asia,Maldives,"Addu atoll, Hithadhoo reef, Vilingili reef",-0.69,73.183,5,2003,1-10m,1,Low,,"Echinoporids, Acroporids, Pocilloporids,  Fungids",10%,Bleaching start during may/late april,1,"Few recently dead (Acroporids and favids-Echinopora lamellose)
Partial mortality of most coral, small colonies completely bleached, very few recently dead (white and algal covered).
Coral community appear to be recovering, mortality insignificant.",,,LIT,4x50m transects,around 29C at 10am,,"Percentage of live coral cover in the area is 50-60% and Percentage of live coral that is bleached is 10%.
Live coral cover is extremely high compared to other sites, atolls. Reported cold water currents/circulation around this time (according to the dive school instructor). 
The extent of bleaching is not as severe as that of 1998, at the same time it is noteworthy that this is of significant event since 1998. April/may has always been the hottest months here in Maldives but this bleaching was seen as a delayed response to temperature peak here."
Asia,South Asia,Maldives,Ari Atoll,4.006,72.81,4,2003,,0,No Bleaching,,,0,,0,,,,,,30-31C in depth and higher at shallower part,,"The sea temperature of the last days range form 30 to 31 degrees C at deeper area and higher in shallow parts.  No sign of bleaching detected yet. 
Currents are much less then they used to be, although are close to fullmoon."
Asia,South Asia,Maldives,Faavu atoll,3.203,72.919,5,2003,1-10m,1,Low,,"Acroporids, Pocilloporids, Fungids, Faviids",20%,Bleaching start during may/late april,1,"Few recently dead (Acroporids and favids)
Partial mortality of most coral, small colonies completely bleached, very few recently dead (white and algal covered).",,,Snorkelling survey covering approximately 0.5 km each site,2.5km,around 29C at 10am,,"Percentage of live coral cover in the area is 5-20% and Percentage of live coral that is bleached is 20%.
The extent of bleaching is not as severe as that of 1998, at the same time it is noteworthy that this is of significant event since 1998. April/may has always been the hottest months here in Maldives but this bleaching was seen as a delayed response to temperature peak here."
Asia,South Asia,Maldives,Foththeyo(Vaavu atoll),3.448,73.754,5,2003,1-10m,1,Low,,"Acropora, Pocillopora, Pavona, Favia, Favites, Goniastrea, Platygyra",11%,Bleaching start during may/late april,1,"Few recently dead (Acroporids and favids)
Partial mortality of most coral, small colonies completely bleached, very few recently dead (white and algal covered).",,,"LIT belt transect to access the bleaching extent, since the live coral cover at the site is low",3x50m transects,around 30C at 10am,,"Percentage of live coral cover in the area is 10% and Percentage of live coral that is bleached is 11%.
Acroporids (mostly small colonies, reef recovering from 98 bleaching, 95% mortality of acroporids then Pocilloporids (low in abundance at site) Fungids, Faviids (pavona, favia, favites, goniastrea, platygyra…)
Pavona varians appear more prone to bleaching compared to 1998.
In addition to these three suyvey sites additional locations were qualitatively assessed to see how extensive bleaching in this atoll. These include, atoll outside (ocean side locations, channels and clearly there is evidence of bleaching indicating that the bleaching is not localized.
The extent of bleaching is not as severe as that of 1998, at the same time it is noteworthy that this is of significant event since 1998. April/may has always been the hottest months here in Maldives but this bleaching was seen as a delayed response to temperature peak here."
Asia,South Asia,Maldives,"Huvafen Fushi House Reef, North Male",4.3676111,73.370777,5,2010,10m,2,Medium,"Pocillopora, Fungia, Halomitra, Acropora hyacinthus, Acropora nasuta, Goniastrea, Platygyra, Leptastrea, Porites","Pocilloporidae, Fungiidae, Tabular Acroporidae, Faviidae, Poritidae",30,,1,"Percentage of dead coral: 8%;
Type of dead coral: Tabular Acroporidae, Pocilloporidae, Fungiidae;",,,Photo quadrat sampling,250m,30-31Celcius,,"When bleaching start (if available): around 20th April 2010;
Reef zone: Hot spot of bleaching on reef flat, spreading towards slope;
Percentage of live coral cover in the area: 45%;
Other observations:
- first signs of temperature stress visible as upper side bleaching on colonies located in shallow reef flat areas
- same colonies showed complete loss of zooxanthellae within 2 weeks;"
Asia,South Asia,Maldives,Kuda Ambaraa(Vaavu atoll),3.425,73.422,5,2003,1-10m,2,Medium,,"Acropora, Pocillopora, Pavona, Favia, Favites, Goniastrea, Platygyra",66%,Bleaching start during may/late april,1,"Few recently dead (Acroporids and favids)
Partial mortality of most coral, small colonies completely bleached, very few recently dead (white and algal covered).",,,"LIT belt transect to access the bleaching extent, since the live coral cover at the site is low",3x50m transects,around 30C at 10am,,"Percentage of live coral cover in the area is 	35% and Percentage of live coral that is bleached is 	66%.
Acroporids (mostly small colonies, reef recovering from 98 bleaching, 95% mortality of acroporids then Pocilloporids (low in abundance at site) Fungids, Faviids (pavona, favia, favites, goniastrea, platygyra…)
Pavona varians appear more prone to bleaching compared to 1998.
The extent of bleaching is not as severe as that of 1998, at the same time it is noteworthy that this is of significant event since 1998. April/may has always been the hottest months here in Maldives but this bleaching was seen as a delayed response to temperature peak here."
Asia,South Asia,Maldives,Wattaru(Vaavu atoll),3.225,73.43,5,2003,1-10m,2,Medium,,"Acropora, Pocillopora, Pavona, Favia, Favites, Goniastrea, Platygyra",34%,Bleaching start during may/late april,1,"Few recently dead (Acroporids and favids)
Partial mortality of most coral, small colonies completely bleached, very few recently dead (white and algal covered).",,,"LIT belt transect to access the bleaching extent, since the live coral cover at the site is low",3x50m transects,around 30C at 10am,,"Percentage of live coral cover in the area is 5% and Percentage of live coral that is bleached is 34%.
Acroporids (mostly small colonies, reef recovering from 98 bleaching, 95% mortality of acroporids then Pocilloporids (low in abundance at site) Fungids, Faviids (pavona, favia, favites, goniastrea, platygyra…)
Pavona varians appear more prone to bleaching compared to 1998.
The extent of bleaching is not as severe as that of 1998, at the same time it is noteworthy that this is of significant event since 1998. April/may has always been the hottest months here in Maldives but this bleaching was seen as a delayed response to temperature peak here."
